packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,requests_per_second,flow_id,flow_pkt_count,unique_func_codes,round_trip_time
87,1535062534.177874,2018-08-23T18:15:34.177874,Modbus/TCP,172.27.224.250,172.27.224.251,502,49585,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.09986019134521484,3.864138126373291,0.13526391983032227,0.14895829121757118,3,172.27.224.250_172.27.224.251,2,1.0,
91,1535062534.385242,2018-08-23T18:15:34.385242,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.2073678970336914,4.071506023406982,0.15572509765625,0.14265390165235506,4,172.27.224.250_172.27.224.70,27,1.0,0.002267122268676758
92,1535062534.387509,2018-08-23T18:15:34.387509,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002267122268676758,4.073773145675659,0.12502532005310057,0.13892497467226606,4,172.27.224.250_172.27.224.70,28,1.0,0.002267122268676758
95,1535062534.6975,2018-08-23T18:15:34.697500,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30999088287353516,4.383764028549194,0.1550139904022217,0.1436483068904875,4,172.27.224.250_172.27.224.70,29,1.0,0.010545015335083008
96,1535062534.708045,2018-08-23T18:15:34.708045,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010545015335083008,4.394309043884277,0.12587180137634277,0.1400384781701712,4,172.27.224.250_172.27.224.70,30,1.0,0.010545015335083008
98,1535062535.009247,2018-08-23T18:15:35.009247,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30120205879211426,4.695511102676392,0.1551265001296997,0.14334865874210065,4,172.27.224.250_172.27.224.70,31,1.0,0.008159875869750977
99,1535062535.017407,2018-08-23T18:15:35.017407,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008159875869750977,4.703670978546143,0.12561850547790526,0.13979904490247336,4,172.27.224.250_172.27.224.70,32,1.0,0.008159875869750977
101,1535062535.321285,2018-08-23T18:15:35.321285,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3038780689239502,5.007549047470093,0.15539350509643554,0.14318867080484268,4,172.27.224.250_172.27.224.70,33,1.0,0.006769895553588867
102,1535062535.328055,2018-08-23T18:15:35.328055,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006769895553588867,5.014318943023682,0.12546629905700685,0.1394292349298302,4,172.27.224.250_172.27.224.70,34,1.0,0.006769895553588867
110,1535062535.633469,2018-08-23T18:15:35.633469,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30541419982910156,5.319733142852783,0.1555455207824707,0.14286547920960635,4,172.27.224.250_172.27.224.70,35,1.0,0.004555940628051758
111,1535062535.638025,2018-08-23T18:15:35.638025,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004555940628051758,5.324289083480835,0.14601509571075438,0.14999393088770485,4,172.27.224.250_172.27.224.70,36,1.0,0.004555940628051758
113,1535062535.94522,2018-08-23T18:15:35.945220,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30719494819641113,5.631484031677246,0.15599780082702636,0.15765709919211518,4,172.27.224.250_172.27.224.70,37,1.0,0.0021619796752929688
114,1535062535.947382,2018-08-23T18:15:35.947382,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0021619796752929688,5.633646011352539,0.15598728656768798,0.15766849384599216,4,172.27.224.250_172.27.224.70,38,1.0,0.0021619796752929688
117,1535062536.257192,2018-08-23T18:15:36.257192,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30980992317199707,5.943455934524536,0.15596919059753417,0.15764886374016945,4,172.27.224.250_172.27.224.70,39,1.0,0.010831117630004883
118,1535062536.268023,2018-08-23T18:15:36.268023,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010831117630004883,5.954287052154541,0.15599780082702636,0.15761956288467707,4,172.27.224.250_172.27.224.70,40,1.0,0.010831117630004883
120,1535062536.569342,2018-08-23T18:15:36.569342,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.301318883895874,6.255605936050415,0.15600948333740233,0.15763152487998738,4,172.27.224.250_172.27.224.70,41,1.0,0.008062124252319336
121,1535062536.577404,2018-08-23T18:15:36.577404,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008062124252319336,6.263668060302734,0.15599970817565917,0.15764171486855344,4,172.27.224.250_172.27.224.70,42,1.0,0.008062124252319336
123,1535062536.881175,2018-08-23T18:15:36.881175,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3037710189819336,6.567439079284668,0.15598900318145753,0.15763056033865971,4,172.27.224.250_172.27.224.70,43,1.0,0.006878852844238281
124,1535062536.888054,2018-08-23T18:15:36.888054,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006878852844238281,6.574317932128906,0.15599989891052246,0.15761910333997523,4,172.27.224.250_172.27.224.70,44,1.0,0.006878852844238281
144,1535062537.078245,2018-08-23T18:15:37.078245,Modbus/TCP,172.27.224.250,172.27.224.251,502,49586,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.19019103050231934,6.764508962631226,0.14447758197784424,0.14948459523934943,3,172.27.224.250_172.27.224.251,3,1.0,
146,1535062537.193177,2018-08-23T18:15:37.193177,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.11493206024169922,6.879441022872925,0.15551519393920898,0.14188703694739135,4,172.27.224.250_172.27.224.70,45,1.0,0.004287004470825195
147,1535062537.197464,2018-08-23T18:15:37.197464,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004287004470825195,6.88372802734375,0.12522439956665038,0.1381928107490672,4,172.27.224.250_172.27.224.70,46,1.0,0.004287004470825195
151,1535062537.505279,2018-08-23T18:15:37.505279,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3078150749206543,7.191543102264404,0.15578970909118653,0.14170701016061862,4,172.27.224.250_172.27.224.70,47,1.0,0.002810955047607422
152,1535062537.50809,2018-08-23T18:15:37.508090,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002810955047607422,7.194354057312012,0.12508981227874755,0.13783376733435831,4,172.27.224.250_172.27.224.70,48,1.0,0.002810955047607422
154,1535062537.817147,2018-08-23T18:15:37.817147,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30905699729919434,7.503411054611206,0.1549124002456665,0.14254758857982391,4,172.27.224.250_172.27.224.70,49,1.0,0.010313987731933594
155,1535062537.827461,2018-08-23T18:15:37.827461,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010313987731933594,7.51372504234314,0.12581191062927247,0.13899791868019673,4,172.27.224.250_172.27.224.70,50,1.0,0.010313987731933594
157,1535062538.129188,2018-08-23T18:15:38.129188,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3017270565032959,7.8154520988464355,0.15517840385437012,0.14233802087890138,4,172.27.224.250_172.27.224.70,51,1.0,0.008913993835449219
158,1535062538.138102,2018-08-23T18:15:38.138102,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008913993835449219,7.824366092681885,0.12569270133972169,0.13862838234704017,4,172.27.224.250_172.27.224.70,52,1.0,0.008913993835449219
161,1535062538.441745,2018-08-23T18:15:38.441745,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30364298820495605,8.12800908088684,0.15536911487579347,0.1420888354074022,4,172.27.224.250_172.27.224.70,53,1.0,0.0056819915771484375
162,1535062538.447427,2018-08-23T18:15:38.447427,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0056819915771484375,8.13369107246399,0.13691821098327636,0.14888192370536843,4,172.27.224.250_172.27.224.70,54,1.0,0.0056819915771484375
170,1535062538.753159,2018-08-23T18:15:38.753159,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30573201179504395,8.439423084259033,0.15599820613861085,0.15771517619666586,4,172.27.224.250_172.27.224.70,55,1.0,0.004895925521850586
171,1535062538.758055,2018-08-23T18:15:38.758055,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004895925521850586,8.444319009780884,0.1560590982437134,0.15765019809774575,4,172.27.224.250_172.27.224.70,56,1.0,0.004895925521850586
173,1535062539.065383,2018-08-23T18:15:39.065383,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3073279857635498,8.751646995544434,0.15601038932800293,0.1575981672168734,4,172.27.224.250_172.27.224.70,57,1.0,0.0020639896392822266
174,1535062539.067447,2018-08-23T18:15:39.067447,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0020639896392822266,8.753710985183716,0.1559356927871704,0.15767900314972266,4,172.27.224.250_172.27.224.70,58,1.0,0.0020639896392822266
176,1535062539.377244,2018-08-23T18:15:39.377244,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3097970485687256,9.063508033752441,0.15600969791412353,0.15775900764862083,4,172.27.224.250_172.27.224.70,59,1.0,0.01081705093383789
177,1535062539.388061,2018-08-23T18:15:39.388061,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.01081705093383789,9.07432508468628,0.15606000423431396,0.15770745769475594,4,172.27.224.250_172.27.224.70,60,1.0,0.01081705093383789
179,1535062539.689172,2018-08-23T18:15:39.689172,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30111098289489746,9.375436067581177,0.1559983968734741,0.15764433888834092,4,172.27.224.250_172.27.224.70,61,1.0,0.008313894271850586
180,1535062539.697486,2018-08-23T18:15:39.697486,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008313894271850586,9.383749961853027,0.15593838691711426,0.15770665205852108,4,172.27.224.250_172.27.224.70,62,1.0,0.008313894271850586
203,1535062539.979255,2018-08-23T18:15:39.979255,Modbus/TCP,172.27.224.250,172.27.224.251,502,49587,12,1,0,6,1,6,6.0,,,,,66,0,1,0,Write Single Register,0.2817690372467041,9.665518999099731,0.15375099182128907,0.15556754491548455,3,172.27.224.250_172.27.224.251,4,1.0,
204,1535062540.001211,2018-08-23T18:15:40.001211,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.02195596694946289,9.687474966049194,0.1553783893585205,0.15392291173019254,4,172.27.224.250_172.27.224.70,63,1.0,0.006910085678100586
205,1535062540.008121,2018-08-23T18:15:40.008121,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006910085678100586,9.694385051727295,0.12549619674682616,0.15045764847610718,4,172.27.224.250_172.27.224.70,64,1.0,0.006910085678100586
209,1535062540.313131,2018-08-23T18:15:40.313131,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3050100803375244,9.99939513206482,0.15550761222839354,0.15362707163591643,4,172.27.224.250_172.27.224.70,65,1.0,0.004356861114501953
210,1535062540.317488,2018-08-23T18:15:40.317488,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004356861114501953,10.003751993179321,0.12521049976348878,0.15019597115460387,4,172.27.224.250_172.27.224.70,66,1.0,0.004356861114501953
212,1535062540.625605,2018-08-23T18:15:40.625605,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.308117151260376,10.311869144439697,0.15581581592559815,0.1534609592740762,4,172.27.224.250_172.27.224.70,67,1.0,0.0025408267974853516
213,1535062540.628146,2018-08-23T18:15:40.628146,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.0025408267974853516,10.314409971237183,0.12509019374847413,0.14992396513495673,4,172.27.224.250_172.27.224.70,68,1.0,0.0025408267974853516
215,1535062540.93712,2018-08-23T18:15:40.937120,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.308974027633667,10.62338399887085,0.15490589141845704,0.1542580496067094,4,172.27.224.250_172.27.224.70,69,1.0,0.010376930236816406
216,1535062540.947497,2018-08-23T18:15:40.947497,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.010376930236816406,10.633760929107666,0.12583248615264891,0.15100403810836938,4,172.27.224.250_172.27.224.70,70,1.0,0.010376930236816406
218,1535062541.249259,2018-08-23T18:15:41.249259,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30176210403442383,10.93552303314209,0.15517730712890626,0.1541101343391943,4,172.27.224.250_172.27.224.70,71,1.0,0.008881092071533203
219,1535062541.25814,2018-08-23T18:15:41.258140,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.008881092071533203,10.944404125213623,0.12788851261138917,0.15336222006815675,4,172.27.224.250_172.27.224.70,72,1.0,0.008881092071533203
227,1535062541.561175,2018-08-23T18:15:41.561175,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.30303502082824707,11.24743914604187,0.15599641799926758,0.15749207618702818,4,172.27.224.250_172.27.224.70,73,1.0,0.006936788558959961
228,1535062541.568112,2018-08-23T18:15:41.568112,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.006936788558959961,11.25437593460083,0.1559990882873535,0.15748926775706415,4,172.27.224.250_172.27.224.70,74,1.0,0.006936788558959961
230,1535062541.873135,2018-08-23T18:15:41.873135,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.305023193359375,11.559399127960205,0.15600039958953857,0.1574906463717949,4,172.27.224.250_172.27.224.70,75,1.0,0.004308938980102539
231,1535062541.877444,2018-08-23T18:15:41.877444,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.004308938980102539,11.563708066940308,0.15599560737609863,0.1574957740111683,4,172.27.224.250_172.27.224.70,76,1.0,0.004308938980102539
233,1535062542.185137,2018-08-23T18:15:42.185137,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3076930046081543,11.871401071548462,0.15595319271087646,0.15745030528377962,4,172.27.224.250_172.27.224.70,77,1.0,0.002980947494506836
234,1535062542.188118,2018-08-23T18:15:42.188118,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.002980947494506836,11.874382019042969,0.1559972047805786,0.15740271144296253,4,172.27.224.250_172.27.224.70,78,1.0,0.002980947494506836
237,1535062542.497566,2018-08-23T18:15:42.497566,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.3094480037689209,12.18383002281189,0.156044602394104,0.15745395765851558,4,172.27.224.250_172.27.224.70,79,1.0,0.009911060333251953
238,1535062542.507477,2018-08-23T18:15:42.507477,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22.0,,85,0,1,0,Read Holding Registers,0.009911060333251953,12.193741083145142,0.15599801540374755,0.1575019078336011,4,172.27.224.250_172.27.224.70,80,1.0,0.009911060333251953
