packet_number,timestamp,datetime,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,flow_id,flow_pkt_count,unique_func_codes
37,1535066156.589793,2018-08-23T19:15:56.589793,172.27.224.250,172.27.224.251,502,50835,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.19985008239746094,1.4556598663330078,0.14556598663330078,0.14893970669750642,172.27.224.250_172.27.224.251,1,1
39,1535066156.694134,2018-08-23T19:15:56.694134,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.10434103012084961,1.5600008964538574,0.1554248094558716,0.1417459121960495,172.27.224.250_172.27.224.70,11,1
40,1535066156.699303,2018-08-23T19:15:56.699303,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005168915,1.5651698112487793,0.1252997875213623,0.13805373790529177,172.27.224.250_172.27.224.70,12,1
43,1535066157.006113,2018-08-23T19:15:57.006113,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3068101406097412,1.8719799518585205,0.15568771362304687,0.14152624769108102,172.27.224.250_172.27.224.70,13,1
44,1535066157.009974,2018-08-23T19:15:57.009974,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00386095,1.8758409023284912,0.1251744031906128,0.13764084491507197,172.27.224.250_172.27.224.70,14,1
46,1535066157.318212,2018-08-23T19:15:57.318212,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30823802947998047,2.1840789318084717,0.15483009815216064,0.14233839729262504,172.27.224.250_172.27.224.70,15,1
47,1535066157.329312,2018-08-23T19:15:57.329312,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011100053787231445,2.195178985595703,0.1259145975112915,0.13884076346227728,172.27.224.250_172.27.224.70,16,1
49,1535066158,2018-08-23T19:15:57.630250,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3009378910064697,2.496116876602173,0.15509910583496095,0.14218895324947686,172.27.224.250_172.27.224.70,17,1
50,1535066157.640004,2018-08-23T19:15:57.640004,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009753942,2.505870819091797,0.12578299045562744,0.13850013602161526,172.27.224.250_172.27.224.70,18,1
52,1535066157.942381,2018-08-23T19:15:57.942381,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30237698554992676,2.8082478046417236,0.15524380207061766,0.14189953458022211,172.27.224.250_172.27.224.70,19,1
53,1535066157.949301,2018-08-23T19:15:57.949301,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006920099,2.8151679039001465,0.13595080375671387,0.14813931279511236,172.27.224.250_172.27.224.70,20,1
62,1535066158.254202,2018-08-23T19:15:58.254202,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3049008846282959,3.1200687885284424,0.1560067892074585,0.15671269907837787,172.27.224.250_172.27.224.70,21,1
63,1535066158.259939,2018-08-23T19:15:58.259939,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005737066,3.1258058547973633,0.1560636043548584,0.15665202891440452,172.27.224.250_172.27.224.70,22,1
65,1535066158.566083,2018-08-23T19:15:58.566083,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30614399909973145,3.4319498538970947,0.15599699020385743,0.15658092894605155,172.27.224.250_172.27.224.70,23,1
66,1535066158.569308,2018-08-23T19:15:58.569308,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003225088,3.4351749420166016,0.15593340396881103,0.1566496887378341,172.27.224.250_172.27.224.70,24,1
68,1535066158.878343,2018-08-23T19:15:58.878343,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.309035063,3.7442100048065186,0.1560131072998047,0.15673597058975391,172.27.224.250_172.27.224.70,25,1
69,1535066158.889959,2018-08-23T19:15:58.889959,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011615991592407227,3.755825996398926,0.15606470108032228,0.1566830443983811,172.27.224.250_172.27.224.70,26,1
71,1535066159.190148,2018-08-23T19:15:59.190148,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3001890182495117,4.0560150146484375,0.15598981380462645,0.15660626820737855,172.27.224.250_172.27.224.70,27,1
72,1535066159.199311,2018-08-23T19:15:59.199311,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009162903,4.065177917480469,0.1559307098388672,0.15666769005704087,172.27.224.250_172.27.224.70,28,1
93,1535066159.490187,2018-08-23T19:15:59.490187,172.27.224.250,172.27.224.251,502,50836,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.2908759117126465,4.356053829193115,0.15478060245513917,0.15551111226442077,172.27.224.250_172.27.224.251,2,1
94,1535066159.502056,2018-08-23T19:15:59.502056,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.011868953704833984,4.367922782897949,0.15527548789978027,0.15499531038295133,172.27.224.250_172.27.224.70,29,1
95,1535066159.509336,2018-08-23T19:15:59.509336,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007280111,4.375202894210815,0.1255134105682373,0.15160950418771987,172.27.224.250_172.27.224.70,30,1
98,1535066159.814352,2018-08-23T19:15:59.814352,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30501604080200195,4.680218935012817,0.1554413080215454,0.15484293367717644,172.27.224.250_172.27.224.70,31,1
99,1535066159.820023,2018-08-23T19:15:59.820023,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005671024,4.685889959335327,0.12539401054382324,0.15146633,172.27.224.250_172.27.224.70,32,1
101,1535066160.126158,2018-08-23T19:16:00.126158,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3061349391937256,4.992024898529053,0.1556849956512451,0.15457649771296458,172.27.224.250_172.27.224.70,33,1
102,1535066160.129348,2018-08-23T19:16:00.129348,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003190041,4.995214939117432,0.1251004934310913,0.15108106480168548,172.27.224.250_172.27.224.70,34,1
105,1535066160.438131,2018-08-23T19:16:00.438131,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30878305435180664,5.303997993469238,0.15481719970703126,0.15544170682442446,172.27.224.250_172.27.224.70,35,1
106,1535066160.450033,2018-08-23T19:16:00.450033,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011901855,5.315899848937988,0.12598848342895508,0.15218409872928154,172.27.224.250_172.27.224.70,36,1
108,1535066160.750188,2018-08-23T19:16:00.750188,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3001551628112793,5.616055011749268,0.15508770942687988,0.15515517878808632,172.27.224.250_172.27.224.70,37,1
109,1535066160.759323,2018-08-23T19:16:00.759323,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009134769,5.625189781188965,0.12691359519958495,0.15332760251205135,172.27.224.250_172.27.224.70,38,1
117,1535066161.062112,2018-08-23T19:16:01.062112,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30278921127319336,5.927978992462158,0.1560056209564209,0.15663747472537912,172.27.224.250_172.27.224.70,39,1
118,1535066161.069977,2018-08-23T19:16:01.069977,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007864952,5.9358439445495605,0.15606410503387452,0.1565758718269928,172.27.224.250_172.27.224.70,40,1
120,1535066161.374377,2018-08-23T19:16:01.374377,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3043999671936035,6.240243911743164,0.15600249767303467,0.1565108599797381,172.27.224.250_172.27.224.70,41,1
121,1535066161.379306,2018-08-23T19:16:01.379306,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.004929066,6.245172977,0.15592830181121825,0.15659020068005322,172.27.224.250_172.27.224.70,42,1
123,1535066161.686074,2018-08-23T19:16:01.686074,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30676794052124023,6.551940918,0.15599160194396972,0.15665778030276906,172.27.224.250_172.27.224.70,43,1
124,1535066161.690006,2018-08-23T19:16:01.690006,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003931999,6.555872917175293,0.15606579780578614,0.15657752490423055,172.27.224.250_172.27.224.70,44,1
126,1535066161.998216,2018-08-23T19:16:01.998216,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3082098960876465,6.8640828132629395,0.15600848197937012,0.15651550334648506,172.27.224.250_172.27.224.70,45,1
127,1535066162.009364,2018-08-23T19:16:02.009364,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011147976,6.875230789,0.15593309402465821,0.15659278920103142,172.27.224.250_172.27.224.70,46,1
130,1535066162.310114,2018-08-23T19:16:02.310114,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3007500171661377,7.175980806350708,0.15599257946014405,0.1566537637898482,172.27.224.250_172.27.224.70,47,1
131,1535066162.319974,2018-08-23T19:16:02.319974,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009860039,7.185840845108032,0.15606510639190674,0.156578367,172.27.224.250_172.27.224.70,48,1
151,1535066162.380186,2018-08-23T19:16:02.380186,172.27.224.250,172.27.224.251,502,50837,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.060212135314941406,7.246052980422974,0.13180739879608155,0.1499727868668374,172.27.224.250_172.27.224.251,3,1
154,1535066162.622463,2018-08-23T19:16:02.622463,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.24227690696716309,7.488329887390137,0.15524859428405763,0.14673234017755077,172.27.224.250_172.27.224.70,49,1
155,1535066162.629387,2018-08-23T19:16:02.629387,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006923914,7.495253801345825,0.12550098896026612,0.1432473755487859,172.27.224.250_172.27.224.70,50,1
157,1535066162.934083,2018-08-23T19:16:02.934083,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30469608306884766,7.799949884414673,0.1554776906967163,0.1465399308567558,172.27.224.250_172.27.224.70,51,1
158,1535066162.940073,2018-08-23T19:16:02.940073,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005990028,7.8059399127960205,0.12539989948272706,0.14285837908336918,172.27.224.250_172.27.224.70,52,1
160,1535066163.246011,2018-08-23T19:16:03.246011,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3059380054473877,8.111877918243408,0.15560050010681153,0.1462096829124361,172.27.224.250_172.27.224.70,53,1
161,1535066163.249394,2018-08-23T19:16:03.249394,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003382921,8.115260839,0.12511780261993408,0.14258878618690804,172.27.224.250_172.27.224.70,54,1
163,1535066163.558061,2018-08-23T19:16:03.558061,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3086669445037842,8.423927783966064,0.1548696994781494,0.14713314829256585,172.27.224.250_172.27.224.70,55,1
164,1535066163.570079,2018-08-23T19:16:03.570079,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.012018203735351562,8.435945987701416,0.1259965181350708,0.14361303975028128,172.27.224.250_172.27.224.70,56,1
172,1535066163.870055,2018-08-23T19:16:03.870055,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.2999758720397949,8.735921859741211,0.15500810146331787,0.14681309385578659,172.27.224.250_172.27.224.70,57,1
173,1535066163.880062,2018-08-23T19:16:03.880062,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.010007143020629883,8.745929003,0.1499876022338867,0.15120762376934235,172.27.224.250_172.27.224.70,58,1
175,1535066164.182156,2018-08-23T19:16:04.182156,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3020939826965332,9.048022985458374,0.15596930980682372,0.15635960558495823,172.27.224.250_172.27.224.70,59,1
176,1535066164.189345,2018-08-23T19:16:04.189345,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007188797,9.055211782455444,0.15599579811096193,0.15633157080717977,172.27.224.250_172.27.224.70,60,1
179,1535066164,2018-08-23T19:16:04.494200,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3048551082611084,9.360066890716553,0.156011701,0.15634838492655584,172.27.224.250_172.27.224.70,61,1
180,1535066164.500045,2018-08-23T19:16:04.500045,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00584507,9.365911960601807,0.1559972047805786,0.15636384562435449,172.27.224.250_172.27.224.70,62,1
183,1535066164.806052,2018-08-23T19:16:04.806052,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30600690841674805,9.671918869018555,0.15600409507751464,0.15637118837048464,172.27.224.250_172.27.224.70,63,1
184,1535066164.809389,2018-08-23T19:16:04.809389,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003337145,9.675256014,0.1559995174407959,0.15637615324853965,172.27.224.250_172.27.224.70,64,1
186,1535066165.118029,2018-08-23T19:16:05.118029,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3086400032043457,9.983896017074585,0.15599682331085205,0.1563732309710091,172.27.224.250_172.27.224.70,65,1
187,1535066165.130045,2018-08-23T19:16:05.130045,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.012015819549560547,9.995911836624146,0.15599658489227294,0.15637347488464454,172.27.224.250_172.27.224.70,66,1
207,1535066165.280278,2018-08-23T19:16:05.280278,172.27.224.250,172.27.224.251,502,50838,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.15023303031921387,10.14614486694336,0.14102230072021485,0.1479995737218484,172.27.224.250_172.27.224.251,4,1
209,1535066165.430218,2018-08-23T19:16:05.430218,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.14994001388549805,10.296084880828857,0.15501558780670166,0.1406695487946613,172.27.224.250_172.27.224.70,67,1
210,1535066165.439429,2018-08-23T19:16:05.439429,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009211063,10.305295944213867,0.12572729587554932,0.1370888447843891,172.27.224.250_172.27.224.70,68,1
213,1535066165.742184,2018-08-23T19:16:05.742184,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30275487899780273,10.60805082321167,0.15528390407562256,0.14051161314823832,172.27.224.250_172.27.224.70,69,1
214,1535066165.750065,2018-08-23T19:16:05.750065,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007881165,10.615931987762451,0.12558650970458984,0.1367188075493018,172.27.224.250_172.27.224.70,70,1
216,1535066166.053941,2018-08-23T19:16:06.053941,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3038759231567383,10.91980791091919,0.15538959503173827,0.1401567196741077,172.27.224.250_172.27.224.70,71,1
217,1535066166.059453,2018-08-23T19:16:06.059453,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005511999,10.925319910049438,0.12534010410308838,0.1364401188309523,172.27.224.250_172.27.224.70,72,1
220,1535066166.397229,2018-08-23T19:16:06.397229,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.33777594566345215,11.26309585571289,0.15878398418426515,0.14399170030246664,172.27.224.250_172.27.224.70,73,1
221,1535066166.400092,2018-08-23T19:16:06.400092,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00286293,11.265958786010742,0.12820627689361572,0.1410701459010671,172.27.224.250_172.27.224.70,74,1
227,1535066166.709154,2018-08-23T19:16:06.709154,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30906200408935547,11.575020790100098,0.15791089534759523,0.14510226381864055,172.27.224.250_172.27.224.70,75,1
230,1535066166.720056,2018-08-23T19:16:06.720056,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.010902166366577148,11.585922956466675,0.14397780895233153,0.1524260514726516,172.27.224.250_172.27.224.70,76,1
232,1535066167.021554,2018-08-23T19:16:07.021554,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3014979362487793,11.887420892715454,0.15913360118865966,0.16041036705920067,172.27.224.250_172.27.224.70,77,1
233,1535066167.029416,2018-08-23T19:16:07.029416,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007862091,11.895282983779907,0.158998704,0.16055095875063966,172.27.224.250_172.27.224.70,78,1
235,1535066167.333237,2018-08-23T19:16:07.333237,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3038208484649658,12.199103832244873,0.1591053009033203,0.1606573286533176,172.27.224.250_172.27.224.70,79,1
236,1535066167.340035,2018-08-23T19:16:07.340035,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006798029,12.205901861190796,0.15899698734283446,0.16077093560143277,172.27.224.250_172.27.224.70,80,1
238,1535066167.645457,2018-08-23T19:16:07.645457,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3054220676422119,12.511323928833008,0.15915160179138182,0.16092641612076872,172.27.224.250_172.27.224.70,81,1
239,1535066167.649442,2018-08-23T19:16:07.649442,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003984928,12.515308856964111,0.15899889469146727,0.16108905010156274,172.27.224.250_172.27.224.70,82,1
241,1535066167.957364,2018-08-23T19:16:07.957364,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3079221248626709,12.823230981826782,0.15601351261138915,0.1576476056245417,172.27.224.250_172.27.224.70,83,1
242,1535066167.960105,2018-08-23T19:16:07.960105,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00274086,12.825971841812134,0.15600130558013917,0.15766078626183122,172.27.224.250_172.27.224.70,84,1
263,1535066168.180036,2018-08-23T19:16:08.180036,172.27.224.250,172.27.224.251,502,50839,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.21993112564086914,13.045902967453003,0.14708821773529052,0.15039847991173969,172.27.224.250_172.27.224.251,5,1
265,1535066168.269151,2018-08-23T19:16:08.269151,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.089114904,13.13501787185669,0.15490949153900146,0.14444524763151761,172.27.224.250_172.27.224.70,85,1
266,1535066168.279479,2018-08-23T19:16:08.279479,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.010328054428100586,13.14534592628479,0.1257925033569336,0.14091664040869029,172.27.224.250_172.27.224.70,86,1
269,1535066168.581317,2018-08-23T19:16:08.581317,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3018379211425781,13.447183847427368,0.1551900863647461,0.1442065355313091,172.27.224.250_172.27.224.70,87,1
270,1535066168.590142,2018-08-23T19:16:08.590142,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.008825064,13.456008911132812,0.12569050788879393,0.14055014491571713,172.27.224.250_172.27.224.70,88,1
272,1535066168.893176,2018-08-23T19:16:08.893176,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30303406715393066,13.759042978286743,0.15531411170959472,0.1438860762906196,172.27.224.250_172.27.224.70,89,1
273,1535066168.899454,2018-08-23T19:16:08.899454,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006278038,13.765321016311646,0.12539970874786377,0.14026144807002486,172.27.224.250_172.27.224.70,90,1
275,1535066169,2018-08-23T19:16:09.205410,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3059558868408203,14.071276903152466,0.15559680461883546,0.14368167084728783,172.27.224.250_172.27.224.70,91,1
276,1535066169.210125,2018-08-23T19:16:09.210125,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.004714966,14.075991868972778,0.1252760887145996,0.13990817258298704,172.27.224.250_172.27.224.70,92,1
278,1535066169.517541,2018-08-23T19:16:09.517541,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.3074159622192383,14.383407831192017,0.15574359893798828,0.14338992303352097,172.27.224.250_172.27.224.70,93,1
279,1535066169.519468,2018-08-23T19:16:09.519468,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.001927137,14.385334968566895,0.13394320011138916,0.1490089190550562,172.27.224.250_172.27.224.70,94,1
287,1535066169.829139,2018-08-23T19:16:09.829139,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.30967092514038086,14.695005893707275,0.1559988021850586,0.15770545084678647,172.27.224.250_172.27.224.70,95,1
