timestamp,length,protocol,src_ip,dst_ip,src_port,dst_port
1535046050.33215,64,ARP,,,,
1535046050.332156,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.342323,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046050.342389,60,TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046050.342405,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.34352,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.343742,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.343992,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.344245,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.344494,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.344746,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.344988,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.345241,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.345489,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.345738,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.345984,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.34624,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.354187,60,TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046050.354849,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046050.363256,60,TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046050.364105,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046050.39711,64,STP,,,,
1535046050.560066,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046050.566299,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046050.654335,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046050.663575,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046050.872106,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046050.966744,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046050.97422,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046051.184065,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046051.278306,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046051.283605,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046051.496082,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046051.590345,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046051.59426,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046051.782446,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046051.792266,60,TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046051.793135,60,TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046051.793138,60,TCP,172.27.224.251,172.27.224.250,52516.0,502.0
1535046051.793309,60,TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046051.802293,60,TCP,172.27.224.250,172.27.224.251,502.0,52516.0
1535046051.808054,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046051.902355,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046051.914216,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046052.120082,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046052.214244,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046052.223567,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046052.397012,64,STP,,,,
1535046052.432052,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046052.526327,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046052.534213,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046052.744104,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046052.838384,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046052.843545,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046053.056047,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046053.150282,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046053.154227,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046053.23027,60,ARP,,,,
1535046053.232163,64,ARP,,,,
1535046053.23217,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.242413,60,TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046053.242417,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.242988,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.243224,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.243471,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.243716,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.243971,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.244217,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.244466,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.244711,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.244961,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.245214,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.245462,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.245709,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.253981,60,TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046053.263289,60,TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046053.264122,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046053.368038,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046053.466333,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046053.478108,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046053.483604,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046053.695628,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046053.789887,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046053.794261,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046053.851764,82,UDP,172.27.224.70,172.27.224.255,64381.0,1947.0
1535046054.007649,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046054.101941,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046054.113612,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046054.31963,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046054.397005,64,STP,,,,
1535046054.41383,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046054.424287,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046054.631613,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046054.681964,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046054.692308,60,TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046054.693146,60,TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046054.693149,60,TCP,172.27.224.251,172.27.224.250,52517.0,502.0
1535046054.693319,60,TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046054.702336,60,TCP,172.27.224.250,172.27.224.251,502.0,52517.0
1535046054.725821,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046054.73424,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046054.943651,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.037911,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.043608,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046055.255626,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.349822,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.354272,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046055.567618,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.661854,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.663644,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046055.879624,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.973816,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046055.984295,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046056.129778,60,ARP,,,,
1535046056.132222,64,ARP,,,,
1535046056.132227,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.142446,60,TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046056.14245,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.14356,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.143783,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.144054,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.144284,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.144535,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.144779,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.145042,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.145281,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.14553,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.145778,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.146033,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.146315,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.153987,60,TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046056.1636,60,TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046056.164472,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046056.191562,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046056.286493,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046056.29366,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046056.36677,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046056.397239,64,STP,,,,
1535046056.503597,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046056.613367,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046056.624323,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046056.831186,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046056.925399,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046056.933676,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046057.143183,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046057.237433,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046057.24434,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046057.455173,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046057.550053,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046057.553637,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046057.582537,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046057.592411,60,TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046057.593617,60,TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046057.593622,60,TCP,172.27.224.251,172.27.224.250,52518.0,502.0
1535046057.593784,60,TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046057.602339,60,TCP,172.27.224.250,172.27.224.251,502.0,52518.0
1535046057.767191,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046057.861423,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046057.864285,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046058.079159,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046058.173551,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046058.183618,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046058.391165,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046058.396956,64,STP,,,,
1535046058.485439,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046058.494303,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046058.703182,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046058.797451,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046058.803682,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046059.015178,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046059.030316,60,ARP,,,,
1535046059.032312,64,ARP,,,,
1535046059.032318,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.042533,60,TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046059.042553,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.043037,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.043267,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.043515,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.043771,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.044022,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.044261,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.044523,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.044772,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.045014,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.045261,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.045509,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.045759,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.054898,60,TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046059.063398,60,TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046059.064236,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046059.109939,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046059.113707,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046059.266476,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046059.327157,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046059.421421,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046059.42435,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046059.639134,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046059.733679,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046059.743686,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046059.95113,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.045342,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.054362,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046060.263139,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.357344,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.363703,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046060.397061,64,STP,,,,
1535046060.481951,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046060.482392,60,TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046060.483645,60,TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046060.483647,60,TCP,172.27.224.251,172.27.224.250,52519.0,502.0
1535046060.483826,60,TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046060.492393,60,TCP,172.27.224.250,172.27.224.251,502.0,52519.0
1535046060.575097,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.669332,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.674345,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046060.88711,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.981679,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046060.983641,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046061.19912,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046061.293326,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046061.304344,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046061.511144,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046061.605325,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046061.613657,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046061.823127,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046061.917292,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046061.920501,60,ARP,,,,
1535046061.922494,64,ARP,,,,
1535046061.922501,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.924338,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046061.932535,60,TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046061.932539,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.933245,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.933474,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.933723,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.93397,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.934215,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.934469,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.934716,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.934965,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.935211,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.935465,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.935714,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.935965,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046061.944053,60,TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046061.953679,60,TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046061.954996,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046062.135111,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046062.156779,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046062.229299,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046062.233733,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046062.397034,64,STP,,,,
1535046062.447103,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046062.541277,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046062.544383,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046062.759093,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046062.853306,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046062.863738,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046063.071075,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046063.165656,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046063.174419,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046063.372224,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046063.382456,60,TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046063.383022,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046063.383268,60,TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046063.38329,60,TCP,172.27.224.251,172.27.224.250,52520.0,502.0
1535046063.383466,60,TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046063.392561,60,TCP,172.27.224.250,172.27.224.251,502.0,52520.0
1535046063.477421,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046063.484372,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046063.695045,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046063.789299,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046063.7937,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046064.007063,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046064.101281,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046064.104395,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046064.319044,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046064.396916,64,STP,,,,
1535046064.413298,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046064.423705,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046064.631063,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046064.72526,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046064.734384,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046064.82,60,ARP,,,,
1535046064.822333,64,ARP,,,,
1535046064.82234,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.832587,60,TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046064.832592,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.833778,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.833998,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.834251,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.834499,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.834745,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.834995,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.835246,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.835495,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.835743,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.835991,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.836247,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.836495,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046064.844129,60,TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046064.853419,60,TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046064.854262,66,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046064.943064,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.037933,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.043771,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046065.056489,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046065.25506,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.349272,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.354412,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046065.567024,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.661222,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.663771,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046065.879031,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.973349,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046065.984424,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046066.191042,60,TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046066.272721,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046066.282473,60,TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046066.283314,60,TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046066.283317,60,TCP,172.27.224.251,172.27.224.250,52521.0,502.0
1535046066.28349,60,TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046066.285654,66,Modbus/TCP,172.27.224.70,172.27.224.250,49499.0,502.0
1535046066.292491,60,TCP,172.27.224.250,172.27.224.251,502.0,52521.0
1535046066.294436,85,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49499.0
1535046066.396886,64,STP,,,,
