packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,requests_per_second,flow_id,flow_pkt_count,unique_func_codes,round_trip_time
55,1536440072.607236,2018-09-08T16:54:32.607236,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.2081599235534668,2.5517208576202393,0.05181188583374023,0.08382804593945073,9,172.27.224.250_172.27.224.70,25,1.0,
56,1536440072.701524,2018-09-08T16:54:32.701524,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09428811073303223,2.6460089683532715,0.0406296968460083,0.06665848243659228,9,172.27.224.250_172.27.224.70,26,1.0,0.006888866424560547
57,1536440072.708413,2018-09-08T16:54:32.708413,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.006888866424560547,2.652897834777832,0.03511028289794922,0.06696909684605515,9,172.27.224.250_172.27.224.70,27,1.0,0.006888866424560547
58,1536440072.919215,2018-09-08T16:54:32.919215,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.2108020782470703,2.8636999130249023,0.05520610809326172,0.08599388260688258,9,172.27.224.250_172.27.224.70,28,1.0,
59,1536440073.013504,2018-09-08T16:54:33.013504,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09428906440734863,2.957988977432251,0.06454989910125733,0.08449489319453624,9,172.27.224.250_172.27.224.70,29,1.0,0.005574941635131836
60,1536440073.019079,2018-09-08T16:54:33.019079,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.005574941635131836,2.963563919067383,0.0651054859161377,0.08404047581050389,9,172.27.224.250_172.27.224.70,30,1.0,0.005574941635131836
61,1536440073.231222,2018-09-08T16:54:33.231222,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.2121429443359375,3.1757068634033203,0.08630208969116211,0.09218131156635082,9,172.27.224.250_172.27.224.70,31,1.0,
62,1536440073.325535,2018-09-08T16:54:33.325535,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09431314468383789,3.270020008087158,0.09483950138092041,0.08808254177507642,9,172.27.224.250_172.27.224.70,32,1.0,0.0028870105743408203
63,1536440073.328422,2018-09-08T16:54:33.328422,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.0028870105743408203,3.272907018661499,0.09387900829315185,0.08912645321214967,9,172.27.224.250_172.27.224.70,33,1.0,0.0028870105743408203
64,1536440073.543207,2018-09-08T16:54:33.543207,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.21478486061096191,3.487691879272461,0.11441309452056884,0.09114347005683651,7,172.27.224.250_172.27.224.70,34,1.0,
65,1536440073.637625,2018-09-08T16:54:33.637625,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09441804885864258,3.5821099281311035,0.10303890705108643,0.08503711718838682,7,172.27.224.250_172.27.224.70,35,1.0,0.011462926864624023
66,1536440073.649088,2018-09-08T16:54:33.649088,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.011462926864624023,3.5935728549957275,0.0947563886642456,0.08987978656704039,7,172.27.224.250_172.27.224.70,36,1.0,0.011462926864624023
67,1536440073.805128,2018-09-08T16:54:33.805128,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.15604019165039062,3.749613046646118,0.10967152118682862,0.08596884161800301,6,None_None,5,,
68,1536440073.807042,2018-09-08T16:54:33.807042,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.0019137859344482422,3.7515268325805664,0.0887826919555664,0.08402161337758446,6,None_None,6,,
69,1536440073.807055,2018-09-08T16:54:33.807055,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.3113021850585938e-05,3.751539945602417,0.07935509681701661,0.08850461766777916,7,172.27.224.250_172.27.224.251,26,1.0,
70,1536440073.817289,2018-09-08T16:54:33.817289,TCP,172.27.224.250,172.27.224.251,502.0,62267.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.01023411750793457,3.7617740631103516,0.07982101440429687,0.08808432438842029,7,172.27.224.250_172.27.224.251,27,1.0,
71,1536440073.817305,2018-09-08T16:54:33.817305,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,1.5974044799804688e-05,3.7617900371551514,0.05860831737518311,0.07759553251754846,8,172.27.224.250_172.27.224.251,28,1.0,
72,1536440073.817918,2018-09-08T16:54:33.817918,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0006129741668701172,3.7624030113220215,0.04923830032348633,0.07845752774970073,9,172.27.224.250_172.27.224.251,29,1.0,
73,1536440073.818166,2018-09-08T16:54:33.818166,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,3.762650966644287,0.04897439479827881,0.07863499950617309,10,172.27.224.250_172.27.224.251,30,1.0,
74,1536440073.818415,2018-09-08T16:54:33.818415,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024890899658203125,3.762899875640869,0.02752079963684082,0.05367563410183455,11,172.27.224.250_172.27.224.251,31,1.0,
75,1536440073.818662,2018-09-08T16:54:33.818662,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,3.7631468772888184,0.018103694915771483,0.04866148688887497,12,172.27.224.250_172.27.224.251,32,1.0,
76,1536440073.818917,2018-09-08T16:54:33.818917,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002551078796386719,3.763401985168457,0.01698291301727295,0.04895959047391658,13,172.27.224.250_172.27.224.251,33,1.0,
77,1536440073.819163,2018-09-08T16:54:33.819163,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,3.76364803314209,0.001403498649597168,0.003151505541547928,14,172.27.224.250_172.27.224.251,34,1.0,
78,1536440073.819412,2018-09-08T16:54:33.819412,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024890899658203125,3.763896942138672,0.0012370109558105468,0.003165497805991107,15,172.27.224.250_172.27.224.251,35,1.0,
79,1536440073.819658,2018-09-08T16:54:33.819658,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002460479736328125,3.7641429901123047,0.0012603044509887696,0.0031563347739590754,16,172.27.224.250_172.27.224.251,36,1.0,
80,1536440073.819913,2018-09-08T16:54:33.819913,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.0002548694610595703,3.7643978595733643,0.00026237964630126953,0.0001434040242679133,17,172.27.224.250_172.27.224.251,37,1.0,
81,1536440073.82016,2018-09-08T16:54:33.820160,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024700164794921875,3.7646448612213135,0.00028548240661621096,0.0001151162767844494,18,172.27.224.250_172.27.224.251,38,1.0,
82,1536440073.820408,2018-09-08T16:54:33.820408,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.00024819374084472656,3.764893054962158,0.0002490043640136719,3.3154564976709732e-06,19,172.27.224.250_172.27.224.251,39,1.0,
83,1536440073.820656,2018-09-08T16:54:33.820656,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,1.0,,,,,,,,,,,60,1,0,0,Unknown,0.000247955322265625,3.765141010284424,0.0002490043640136719,3.3154564976709732e-06,20,172.27.224.250_172.27.224.251,40,1.0,
84,1536440073.828818,2018-09-08T16:54:33.828818,TCP,172.27.224.250,172.27.224.251,502.0,62267.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00816202163696289,3.7733030319213867,0.0010403156280517577,0.0025023146200008235,20,172.27.224.250_172.27.224.251,41,1.0,
85,1536440073.838384,2018-09-08T16:54:33.838384,TCP,172.27.224.250,172.27.224.251,502.0,62267.0,0.0,,,,,,,,,,,60,0,1,0,Unknown,0.00956583023071289,3.7828688621520996,0.001972198486328125,0.0036473003969587354,20,172.27.224.250_172.27.224.251,42,1.0,
86,1536440073.839243,2018-09-08T16:54:33.839243,Modbus/TCP,172.27.224.250,172.27.224.251,502.0,62267.0,12.0,1.0,0.0,6.0,1.0,6.0,6.0,,,,,66,0,1,0,Write Single Register,0.0008590221405029297,3.7837278842926025,0.0020325899124145506,0.003620612162064038,20,172.27.224.250_172.27.224.251,43,1.0,
87,1536440073.855192,2018-09-08T16:54:33.855192,TCP,172.27.224.70,172.27.224.250,49205.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.015949010848999023,3.7996768951416016,0.003602886199951172,0.005615417537967757,21,172.27.224.250_172.27.224.70,37,1.0,
88,1536440073.949769,2018-09-08T16:54:33.949769,Modbus/TCP,172.27.224.70,172.27.224.250,49205.0,502.0,12.0,0.0,0.0,6.0,1.0,3.0,0.0,11.0,,,,66,1,0,0,Read Holding Registers,0.09457707405090332,3.894253969192505,0.0130357027053833,0.029172036928346926,21,172.27.224.250_172.27.224.70,38,1.0,0.008729934692382812
89,1536440073.958499,2018-09-08T16:54:33.958499,Modbus/TCP,172.27.224.250,172.27.224.70,502.0,49205.0,31.0,0.0,0.0,25.0,1.0,3.0,,,,22.0,,85,0,1,0,Read Holding Registers,0.008729934692382812,3.9029839038848877,0.0138840913772583,0.028880667089052774,21,172.27.224.250_172.27.224.70,39,1.0,0.008729934692382812
90,1536440074.041451,2018-09-08T16:54:34.041451,TCP,172.27.224.251,172.27.224.250,62267.0,502.0,0.0,,,,,,,,,,,60,1,0,0,Unknown,0.08295202255249023,3.985935926437378,0.022153806686401368,0.03560208779368158,21,172.27.224.250_172.27.224.251,44,1.0,
