packet_number,timestamp,datetime,protocols,src_ip,dst_ip,src_port,dst_port,tcp_len,transaction_id,protocol_id,modbus_length,unit_id,function_code,reference_num,word_count,bit_count,byte_count,exception_code,pkt_len,is_request,is_response,is_exception,function_name,inter_arrival_time,time_from_start,rolling_iat_mean,rolling_iat_std,flow_id,flow_pkt_count,unique_func_codes
25,1535066157,2018-08-23T19:15:56.569711,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247955,1.441725016,0.018753695,0.037631059,172.27.224.250_172.27.224.251,7,
26,1535066157,2018-08-23T19:15:56.569960,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000249147,1.441974163,0.018001723,0.037948747,172.27.224.250_172.27.224.251,8,
27,1535066157,2018-08-23T19:15:56.570207,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,1.442221165,0.006292605,0.015045969,172.27.224.250_172.27.224.251,9,
28,1535066157,2018-08-23T19:15:56.570462,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000254869,1.442476034,0.001500607,0.003164548,172.27.224.250_172.27.224.251,10,
29,1535066157,2018-08-23T19:15:56.570708,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000246048,1.442722082,0.001285505,0.003169943,172.27.224.250_172.27.224.251,11,
30,1535066157,2018-08-23T19:15:56.570957,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000248909,1.442970991,0.001309705,0.003160006,172.27.224.250_172.27.224.251,12,
31,1535066157,2018-08-23T19:15:56.571205,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247955,1.443218946,0.000307989,0.000291433,172.27.224.250_172.27.224.251,13,
32,1535066157,2018-08-23T19:15:56.571458,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000253201,1.443472147,0.000332618,0.000272986,172.27.224.250_172.27.224.251,14,
33,1535066157,2018-08-23T19:15:56.571708,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000249863,1.44372201,0.000246692,9.10E-06,172.27.224.250_172.27.224.251,15,
34,1535066157,2018-08-23T19:15:56.571955,TCP,172.27.224.251,172.27.224.250,50835,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,1.443969011,0.000249195,2.82E-06,172.27.224.250_172.27.224.251,16,
35,1535066157,2018-08-23T19:15:56.580498,TCP,172.27.224.250,172.27.224.251,502,50835,0,,,,,,,,,,,60,0,1,0,Unknown,0.008543015,1.452512026,0.001078701,0.002622694,172.27.224.250_172.27.224.251,17,
36,1535066157,2018-08-23T19:15:56.588967,TCP,172.27.224.250,172.27.224.251,502,50835,0,,,,,,,,,,,60,0,1,0,Unknown,0.008469105,1.460981131,0.001900697,0.003481377,172.27.224.250_172.27.224.251,18,
37,1535066157,2018-08-23T19:15:56.589793,Modbus/TCP,172.27.224.250,172.27.224.251,502,50835,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.000825882,1.461807013,0.001958585,0.003455541,172.27.224.250_172.27.224.251,19,1
38,1535066157,2018-08-23T19:15:56.599940,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.010147095,1.471954107,0.002947807,0.004240418,172.27.224.250_172.27.224.70,15,1
39,1535066157,2018-08-23T19:15:56.694134,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094193935,1.566148043,0.012342596,0.029055055,172.27.224.250_172.27.224.70,16,1
40,1535066157,2018-08-23T19:15:56.699303,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005168915,1.571316957,0.012834597,0.028868572,172.27.224.250_172.27.224.70,17,1
41,1535066157,2018-08-23T19:15:56.792067,TCP,172.27.224.251,172.27.224.250,50835,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.092764139,1.664081097,0.022086215,0.037822588,172.27.224.250_172.27.224.251,20,1
42,1535066157,2018-08-23T19:15:56.896345,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.104277849,1.768358946,0.03248868,0.044810224,172.27.224.250_172.27.224.70,18,1
43,1535066157,2018-08-23T19:15:57.006113,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109768152,1.878127098,0.043440509,0.04922167,172.27.224.250_172.27.224.70,19,1
44,1535066157,2018-08-23T19:15:57.009974,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.00386095,1.881988049,0.043801904,0.048881389,172.27.224.250_172.27.224.70,20,1
45,1535066157,2018-08-23T19:15:57.208356,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.198381901,2.080369949,0.062785792,0.067125436,172.27.224.250_172.27.224.70,21,1
46,1535066157,2018-08-23T19:15:57.318212,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109856129,2.190226078,0.072924495,0.06565042,172.27.224.250_172.27.224.70,22,1
47,1535066157,2018-08-23T19:15:57.329312,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011100054,2.201326132,0.073951912,0.064466438,172.27.224.250_172.27.224.70,23,1
48,1535066158,2018-08-23T19:15:57.535957,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.206645012,2.407971144,0.093601704,0.072325311,172.27.224.250_172.27.224.70,24,1
49,1535066158,2018-08-23T19:15:57.630250,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094292879,2.502264023,0.093611598,0.072325408,172.27.224.250_172.27.224.70,25,1
50,1535066158,2018-08-23T19:15:57.640004,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009753942,2.512017965,0.094070101,0.071714385,172.27.224.250_172.27.224.70,26,1
51,1535066158,2018-08-23T19:15:57.847962,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.207957983,2.719975948,0.105589485,0.080227703,172.27.224.250_172.27.224.70,27,1
52,1535066158,2018-08-23T19:15:57.942381,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094419003,2.814394951,0.104603601,0.080306149,172.27.224.250_172.27.224.70,28,1
53,1535066158,2018-08-23T19:15:57.949301,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.006920099,2.82131505,0.094318795,0.085958207,172.27.224.250_172.27.224.70,29,1
54,1535066158,2018-08-23T19:15:58.008228,TCP,172.27.224.251,172.27.224.250,50835,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.058927059,2.880242109,0.099825406,0.081148729,172.27.224.250_172.27.224.251,21,1
55,1535066158,2018-08-23T19:15:58.018041,TCP,172.27.224.250,172.27.224.251,502,50835,0,,,,,,,,,,,60,0,1,0,Unknown,0.009812832,2.890054941,0.080968499,0.077530709,172.27.224.250_172.27.224.251,22,1
56,1535066158,2018-08-23T19:15:58.019280,TCP,172.27.224.250,172.27.224.251,502,50835,0,,,,,,,,,,,60,0,1,0,Unknown,0.001239061,2.891294003,0.070106792,0.080582338,172.27.224.250_172.27.224.251,23,1
57,1535066158,2018-08-23T19:15:58.019285,TCP,172.27.224.251,172.27.224.250,50835,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.01E-06,2.891299009,0.068997288,0.081555553,172.27.224.250_172.27.224.251,24,1
58,1535066158,2018-08-23T19:15:58.019439,TCP,172.27.224.250,172.27.224.251,502,50835,0,,,,,,,,,,,60,0,1,0,Unknown,0.000154018,2.891453028,0.048348188,0.067815453,172.27.224.250_172.27.224.251,25,1
59,1535066158,2018-08-23T19:15:58.028001,TCP,172.27.224.250,172.27.224.251,502,50835,0,,,,,,,,,,,60,0,1,0,Unknown,0.008562088,2.900015116,0.039775109,0.066772801,172.27.224.250_172.27.224.251,26,1
60,1535066158,2018-08-23T19:15:58.159918,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.131917,3.031932116,0.051991415,0.071665844,172.27.224.250_172.27.224.70,30,1
61,1535066158,2018-08-23T19:15:58.224429,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.064510822,3.096442938,0.037646699,0.047137383,None_None,4,
62,1535066158,2018-08-23T19:15:58.254202,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.029772997,3.126215935,0.031182098,0.042711417,172.27.224.250_172.27.224.70,31,1
63,1535066158,2018-08-23T19:15:58.259939,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005737066,3.131953001,0.031063795,0.042787655,172.27.224.250_172.27.224.70,32,1
64,1535066158,2018-08-23T19:15:58.471957,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.212018013,3.343971014,0.04637289,0.071570815,172.27.224.250_172.27.224.70,33,1
65,1535066159,2018-08-23T19:15:58.566083,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094125986,3.438097,0.054804206,0.071751333,172.27.224.250_172.27.224.70,34,1
66,1535066159,2018-08-23T19:15:58.569308,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003225088,3.441322088,0.055002809,0.07158916,172.27.224.250_172.27.224.70,35,1
67,1535066159,2018-08-23T19:15:58.768322,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.199013948,3.640336037,0.074903703,0.08156733,172.27.224.250_172.27.224.70,36,1
68,1535066159,2018-08-23T19:15:58.878343,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.110021114,3.750357151,0.085890412,0.077687196,172.27.224.250_172.27.224.70,37,1
69,1535066159,2018-08-23T19:15:58.889959,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011615992,3.761973143,0.086195803,0.077354732,172.27.224.250_172.27.224.70,38,1
70,1535066159,2018-08-23T19:15:59.095918,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.205958843,3.967931986,0.093599987,0.08534787,172.27.224.250_172.27.224.70,39,1
71,1535066159,2018-08-23T19:15:59.190148,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094230175,4.062162161,0.096571922,0.08473765,172.27.224.250_172.27.224.70,40,1
72,1535066159,2018-08-23T19:15:59.199311,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009162903,4.071325064,0.094510913,0.086769161,172.27.224.250_172.27.224.70,41,1
73,1535066159,2018-08-23T19:15:59.407907,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.208595991,4.279921055,0.114796805,0.087419436,172.27.224.250_172.27.224.70,42,1
74,1535066159,2018-08-23T19:15:59.455995,ARP,,,,,,,,,,,,,,,,60,0,0,0,Unknown,0.048088074,4.328009129,0.098403811,0.082388113,None_None,5,
75,1535066159,2018-08-23T19:15:59.457945,ARP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.001950026,4.329959154,0.089186215,0.08789236,None_None,6,
76,1535066159,2018-08-23T19:15:59.457952,TCP,172.27.224.251,172.27.224.250,50836,502,0,,,,,,,,,,,60,1,0,0,Unknown,6.91E-06,4.329966068,0.088864398,0.088247253,172.27.224.250_172.27.224.251,27,1
77,1535066159,2018-08-23T19:15:59.468175,TCP,172.27.224.250,172.27.224.251,502,50836,0,,,,,,,,,,,60,0,1,0,Unknown,0.010222912,4.34018898,0.069985294,0.082040338,172.27.224.250_172.27.224.251,28,1
78,1535066159,2018-08-23T19:15:59.468182,TCP,172.27.224.251,172.27.224.250,50836,502,0,,,,,,,,,,,60,1,0,0,Unknown,7.15E-06,4.340196133,0.058983898,0.083439479,172.27.224.250_172.27.224.251,29,1
79,1535066159,2018-08-23T19:15:59.468707,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000524998,4.34072113,0.057874799,0.084209226,172.27.224.250_172.27.224.251,30,1
80,1535066159,2018-08-23T19:15:59.468931,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000223875,4.340945005,0.037301302,0.067480697,172.27.224.250_172.27.224.251,31,1
81,1535066159,2018-08-23T19:15:59.469186,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000255108,4.341200113,0.027903795,0.065175995,172.27.224.250_172.27.224.251,32,1
82,1535066159,2018-08-23T19:15:59.469429,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000242949,4.341443062,0.0270118,0.065521106,172.27.224.250_172.27.224.251,33,1
83,1535066159,2018-08-23T19:15:59.469679,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000250101,4.341693163,0.006177211,0.01505437,172.27.224.250_172.27.224.251,34,1
84,1535066159,2018-08-23T19:15:59.469925,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.00024581,4.341938972,0.001392984,0.003153118,172.27.224.250_172.27.224.251,35,1
85,1535066159,2018-08-23T19:15:59.470177,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000252008,4.342190981,0.001223183,0.003165484,172.27.224.250_172.27.224.251,36,1
86,1535066159,2018-08-23T19:15:59.470428,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000251055,4.342442036,0.001247597,0.003155988,172.27.224.250_172.27.224.251,37,1
87,1535066159,2018-08-23T19:15:59.470675,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,4.342689037,0.000250006,0.000122651,172.27.224.250_172.27.224.251,38,1
88,1535066159,2018-08-23T19:15:59.470922,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000247002,4.342936039,0.000273991,8.86E-05,172.27.224.250_172.27.224.251,39,1
89,1535066159,2018-08-23T19:15:59.471173,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000251055,4.343187094,0.000246596,8.72E-06,172.27.224.250_172.27.224.251,40,1
90,1535066159,2018-08-23T19:15:59.471426,TCP,172.27.224.251,172.27.224.250,50836,502,1,,,,,,,,,,,60,1,0,0,Unknown,0.000252962,4.343440056,0.000249505,3.71E-06,172.27.224.250_172.27.224.251,41,1
91,1535066159,2018-08-23T19:15:59.479647,TCP,172.27.224.250,172.27.224.251,502,50836,0,,,,,,,,,,,60,0,1,0,Unknown,0.008220911,4.351660967,0.001046085,0.002520979,172.27.224.250_172.27.224.251,42,1
92,1535066159,2018-08-23T19:15:59.489315,TCP,172.27.224.250,172.27.224.251,502,50836,0,,,,,,,,,,,60,0,1,0,Unknown,0.009668112,4.361329079,0.001988602,0.003681922,172.27.224.250_172.27.224.251,43,1
93,1535066159,2018-08-23T19:15:59.490187,Modbus/TCP,172.27.224.250,172.27.224.251,502,50836,12,1,0,6,1,6,6,,,,,66,0,1,0,Write Single Register,0.000871897,4.362200975,0.002050781,0.003654448,172.27.224.250_172.27.224.251,44,1
94,1535066160,2018-08-23T19:15:59.502056,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.011868954,4.374069929,0.003213096,0.004711968,172.27.224.250_172.27.224.70,43,1
95,1535066160,2018-08-23T19:15:59.509336,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.007280111,4.38135004,0.003915906,0.004745254,172.27.224.250_172.27.224.70,44,1
96,1535066160,2018-08-23T19:15:59.692478,TCP,172.27.224.251,172.27.224.250,50836,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.183141947,4.564491987,0.022204995,0.056731621,172.27.224.250_172.27.224.251,45,1
97,1535066160,2018-08-23T19:15:59.719885,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.027407169,4.591899157,0.024921012,0.056211341,172.27.224.250_172.27.224.70,45,1
98,1535066160,2018-08-23T19:15:59.814352,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094466925,4.686366081,0.034343004,0.059420835,172.27.224.250_172.27.224.70,46,1
99,1535066160,2018-08-23T19:15:59.820023,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.005671024,4.692037106,0.034885001,0.059099168,172.27.224.250_172.27.224.70,47,1
100,1535066160,2018-08-23T19:16:00.016304,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.196280956,4.888318062,0.054487801,0.076333321,172.27.224.250_172.27.224.70,48,1
101,1535066160,2018-08-23T19:16:00.126158,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.109853983,4.998172045,0.064651108,0.076254577,172.27.224.250_172.27.224.70,49,1
102,1535066160,2018-08-23T19:16:00.129348,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.003190041,5.001362085,0.064003301,0.076799147,172.27.224.250_172.27.224.70,50,1
103,1535066160,2018-08-23T19:16:00.224414,STP,,,,,,,,,,,,,,,,64,0,0,0,Unknown,0.095066071,5.096428156,0.073422718,0.073918159,None_None,7,
104,1535066160,2018-08-23T19:16:00.343891,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.119476795,5.215904951,0.084183502,0.071762893,172.27.224.250_172.27.224.70,51,1
105,1535066160,2018-08-23T19:16:00.438131,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094240189,5.31014514,0.09287951,0.066483094,172.27.224.250_172.27.224.70,52,1
106,1535066160,2018-08-23T19:16:00.450033,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.011901855,5.322046995,0.075755501,0.062590176,172.27.224.250_172.27.224.70,53,1
107,1535066161,2018-08-23T19:16:00.655923,TCP,172.27.224.70,172.27.224.250,49499,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.20588994,5.527936935,0.093603778,0.072010472,172.27.224.250_172.27.224.70,54,1
108,1535066161,2018-08-23T19:16:00.750188,Modbus/TCP,172.27.224.70,172.27.224.250,49499,502,12,0,0,6,1,3,0,11,,,,66,1,0,0,Read Holding Registers,0.094265223,5.622202158,0.093583608,0.072010232,172.27.224.250_172.27.224.70,55,1
109,1535066161,2018-08-23T19:16:00.759323,Modbus/TCP,172.27.224.250,172.27.224.70,502,49499,31,0,0,25,1,3,,,,22,,85,0,1,0,Read Holding Registers,0.009134769,5.631336927,0.093929982,0.071547223,172.27.224.250_172.27.224.70,56,1
110,1535066161,2018-08-23T19:16:00.907648,TCP,172.27.224.251,172.27.224.250,50836,502,0,,,,,,,,,,,60,1,0,0,Unknown,0.148325205,5.779662132,0.089134407,0.065255216,172.27.224.250_172.27.224.251,46,1
111,1535066161,2018-08-23T19:16:00.908046,TCP,172.27.224.250,172.27.224.251,502,50836,0,,,,,,,,,,,60,0,1,0,Unknown,0.000397921,5.780060053,0.078188801,0.070372808,172.27.224.250_172.27.224.251,47,1
112,1535066161,2018-08-23T19:16:00.909341,TCP,172.27.224.250,172.27.224.251,502,50836,0,,,,,,,,,,,60,0,1,0,Unknown,0.00129509,5.781355143,0.077999306,0.070599385,172.27.224.250_172.27.224.251,48,1
113,1535066161,2018-08-23T19:16:00.909347,TCP,172.27.224.251,172.27.224.250,50836,502,0,,,,,,,,,,,60,1,0,0,Unknown,5.96E-06,5.781361103,0.068493295,0.074346414,172.27.224.250_172.27.224.251,49,1
